"Star_Rating","User","Title","Body","Date"
"5.0 out of 5 stars","Robert J. Caunter","What took me so long?","What can I say, the Echo Dot is the bomb. I ordered the Dot with the Sensi thermostat. I received them both at the same time. Within less then an hour I was tell Alexa to adjust Sensi to the temperature of my liking. I was also asking Alexa random questions. How cool is the Echo Dot with Alexa ? So cool I asked myself why did I wait so long to purchase it. I have it liked to my Boss Wireless speaker, my phone, my TV and I'm going to be purchasing more home automation for Alexa to command. I highly recommend The Echo Dot & Alexa. I must say Alexa has changed my home for the better.","January 2, 2017"
"1.0 out of 5 stars","Amazon Customer","This sucks my phone speaker is better and it has to ...","This sucks my phone speaker is better and it has to be plugged in into the wall to beable to to play and the whole reason I got it was because it said I was Bluetooth, I'm sending it back and getting a louder better speaker not from amazon for $20-30 dollars not $49.99 because it was a waist of my money. I'm gonna send it back tonight and get my money back","January 24, 2017"
"5.0 out of 5 stars","Joe Sid","Petite younger Alexa Echo sister.  Yes!","If you love your Echo like I do, you'll love the Dot!  I hooked up my old Bose computer speakers to my Dot and now it feels like I have another Echo in my home.  The built in mini speaker is okay but does need an external speaker plugged in for better sound.  This is a very nice value version of the Echo that adds Alexa to any other room at home or office.","January 8, 2017"
"5.0 out of 5 stars","Micah","Fun and affordable. Great for casting music throughout the house","Love being able to just ask Alexa to play a song or radio station and have it feed to my speakers. Plus now I don't have to run spotify/tune-in radio or other streaming services through my computer while working. This was sometimes taking up valuable CPU and memory.Would be nice if it let me listen to my Google Play Music subscription though :(","February 26, 2017"
"2.0 out of 5 stars","woodsie8","not quite but I have much better luck with My iphone commands on Seri and","My son bought me this as a gift. Extremely frustating & the more I use it, the less she does as I say. Not sure if it is that I don't say the command, exactly in a prescribed scipt or what. If you have seen the video of the man screaming at it.... that is where I almost get... not quite but I have much better luck with My iphone commands on Seri and Google","January 5, 2017"
"5.0 out of 5 stars","Mylo","So much fun!","Bought it as a gift for my niece and she loves it!","March 9, 2017"
"5.0 out of 5 stars","lostintranslation","ok","fun product works great even though amazon records","March 19, 2017"
"5.0 out of 5 stars","Mrandmrswatson","Cool devise, I bought it for my daughter for ...","Cool devise, I bought it for my daughter for Christmas but she never took the time to understand how to use it so i learned and now its my new best friend, Alexa solves all my problems! Besties forever lol!","February 28, 2017"
"5.0 out of 5 stars","Selwyn O.","Works great, Love it. Thanks Amazon","Love it!  Works well with my lights and stereo component system. Hooked it on my Denon receiver, the sound is great. plays almost all of the music and radio station I would request. Thanks Amazon.","December 15, 2016"
"5.0 out of 5 stars","R. Straw","A Few Observations","I love my Echo Dot. I've always wanted an Echo, but when I saw the Dot for 49.95, I preordered it. Having no Echo to compare this with, this is my observations:1.) There are several thing the Dot can do. Alexa now wakes me up and to turn off the alarm, I have to say something. I've not had to talk to something (or someone) in years. It's a total change from my phone alarm.2.) As you have Alexa for a few days her vocabulary broadens. I don't know if someone over at Amazon thinks about these thing to program her to say or what. This morning she was talking about decorative gourds.3.) I had issues signing up for Amazon Echo music with Alexa. It didn't register the subscription. I went on Amazon Prime music settings and it wasn't there.. I later changed it to Amazon music cause I can play it on my phone, not just an Echo. If they want to play it on the Dot, there's not a wireless charger available yet.4.) I'm very car OCD. I would love the where's my car device. But if there's no portable charger for the Dot, why bother? I know my car is parked in my drive way. And I keep the maintenance up on the car.5.) I am getting a light hub to turn on my one lamp next to my bed. I really want Alexa to turn on my light.6.) Alexa can hear me across the room,but I pick her up and change to a different outlet every morning in a different room. She can't hear me across 2 rooms, That's not a problem. It's tiny enough to hold in my hand. If there was a portable charger, I'd get one. I can't find the exact Amazon cord. I'd buy a second cord for my Dot. I would love to buy the Tap and I think it's in my Amazon cart, for a speaker.7.) The few skills I'm using are useful: Flash News Briefing includes CNN, NPR and is quite lengthy. The mantra skill is short. Weather is lengthy. Sneezing (""Alexa I sneezed"") She says Bless you in several languages, atleast I think that's what she's saying. Politics is very useful she reads from 538, Real Clear politics and others and it is very lengthy. She has several Easter Eggs so you'd want to google for those. You can Wikipedia from Alexa. She reads from both Kindle and Audible. I asked her to read one of my Kindle books, and the Audible message came on. You have to have exact verbiage when you ask her to read a book. I'm not sure I like audio books, so I'd never have an Audible subscription. Prime music is okay, but doesn't have every single song.These are just observations. I absolutely love my Echo Dot  Amazon did an excellent job with this one, making it affordable and small enough to move from room to room or travel with. I really like the Amazon Echo Dot and am glad I purchased one.","October 27, 2016"
